"ChipSuzy","Goodbye Basic Country. Don’t let the door hit you in the Rear. I love the App.","+","5","Real country",3539098094,"https://itunes.apple.com/us/reviews/id120974949",0
"Sweet fun","I updated my Facebook app and now I cannot see anything. Nothing will load. Please fix soon!","-","1","Update Won’t Work",3539094353,"https://itunes.apple.com/us/reviews/id147362631",0
"Grams0617","Don’t like the new screen at all! Too small for older eyes  and I don’t care about games or whatever appears on the right side of the screen...please give us a full screen of posts!","-","1","New update",3539081133,"https://itunes.apple.com/us/reviews/id365886551",0
"weak company","Pages won’t load and constantly doesn’t update. People at Facebook can’t get a IPhone based App right?","-","1","iPhone X Facebook App",3539061500,"https://itunes.apple.com/us/reviews/id931343352",0
"ThatGirlJess2","I updated my Facebook and now it’s won’t open...not sure why it’s down and when it will be fixed. But it’s ridiculous","-","1","Ummmm",3539042278,"https://itunes.apple.com/us/reviews/id677029611",0
"gioface","You gave up trying to get rid of the Tap To Unmute button covering the expand one on iPhones’ YouTube posts to Facebook it comes back after a while  now it seems you have given up. After TALKING with Apple for hours they said it’s you. I will not give up. I will bug you till it takes to correct the  hack made by one of your own. Get smarter and more honest employees see what is happening?","-","1","Tap to unmute is back.",3539037088,"https://itunes.apple.com/us/reviews/id629659229",0
"Yellow teef","Posts won’t load.","-","1","Posts won’t load",3539024466,"https://itunes.apple.com/us/reviews/id239128180",0
"ev_da_1","Pretty transparent company with their version history. I use FB regularly but if you don’t  don’t get it. It’s an easy way to waste your life.","-","1","Version History",3539007725,"https://itunes.apple.com/us/reviews/id41985773",0
"Myreviewwsa","Not a fan of this new update.  The type is way too small and the boxes on the right are nothing but advertising 🤬","-","1","New update",3538997808,"https://itunes.apple.com/us/reviews/id100203658",0
"itsalways","You have to have a whole other app to open your messages. The new algorithm only lets me see one post a day and then it goes away and my feed says no new posts so there is literally nothing to look at there’s no point.","-","2","This app is crap",3538985892,"https://itunes.apple.com/us/reviews/id415997730",0
"robert lancaster","Facebook is getting worse all the time","-","1","ROBERT Lancaster",3538985857,"https://itunes.apple.com/us/reviews/id950378705",0
"Ciel Ientzo","As with my previous reviews on previous app versions the newsfeed is super broken. My app updated a couple hours ago and since then my newsfeed will only show two posts and then end. The app itself refuses to properly load with or without WiFi and even when it does load  my feed is still only loaded at two posts one of which is a sponsored post. Please fix the newsfeed issue. This loading  only a few posts and then abruptly ending problem has been going on for several versions and it only seems to get worse with every update.","-","1","Continued newsfeed issues",3538981201,"https://itunes.apple.com/us/reviews/id135824337",0
"Poorservice4me","Since I updated this morning  the page and pics are very small","-","1","Update today",3538979337,"https://itunes.apple.com/us/reviews/id227427960",0
"debossz","Bad app","-","1","Facebook",3538979045,"https://itunes.apple.com/us/reviews/id700071202",0
"ThatsDave66","Ugh. On my iPad Pro 12.9” I find that Facebook width had narrowed! I am used to wide format  now there’s plenty of spaces on left and right.  Reverse the changes  because I really liked the previous edition!  Another disgusting changes upon another  I don’t understand why Facebook kept getting changed if it’s perfect?  One more change I’m quitting Facebook and fleeing to Google+","-","1","Unwelcome changes",3538978079,"https://itunes.apple.com/us/reviews/id401889376",0
"Delta6879800097804406849:929","Hell yea dude😂😂😂","+","5","Best app",3538959733,"https://itunes.apple.com/us/reviews/id727469970",0
"Pro cômputurs","Hi I can’t see font on Facebook app. Please make it more bigger please  Please make the change please . Thank you  Patrick O’Came","-","2","The font is too small for me",3538933395,"https://itunes.apple.com/us/reviews/id117741504",0
"laurenodayyyyy","Just updated my Facebook and when I tried to log in on the app it says “trying too often  try again later”. No matter how long I wait it will not let me log on. I’ve reset my phone and tried deleted the app and reinstalling it but it doesn’t work. It lets me log on the computer and on the internet. Good one Facebook👍🏼","-","1","Update",3538929723,"https://itunes.apple.com/us/reviews/id294957442",0
"eetsE","Same here.. updated not long ago and stuck since. Just made the app useless.*no problem if logging in to m.facebook on chrome or any issue on messenger.","-","1","Estee",3538891205,"https://itunes.apple.com/us/reviews/id108942921",0
"florita1","Tap To Unmute still covering YouTube videos’Expand button on Facebook only on iPhones. You need highly skilled software engineers. Apple told me it’s you.","-","1","Tap To Unmute on iPhones.",3538885301,"https://itunes.apple.com/us/reviews/id509610729",0
"Tophatter lover25","It has way too many mega bites. 300 just to update. My iPhone 6s won’t update without internet.","-","1","This is very ridiculous",3538882650,"https://itunes.apple.com/us/reviews/id547015346",0
"Ammy bammy","Ever since October my news feed has been horrible  either showing no post or the same 2 posts for days.  Facebook is becoming more hassle than it’s worth.","-","1","Updates since October have only gotten worse",3538869318,"https://itunes.apple.com/us/reviews/id393785046",0
"five_nuthin","Since the most recent update  videos only play for 1 second and then pause. What is this about?!","-","2","Videos only play for 1 sec?",3538866889,"https://itunes.apple.com/us/reviews/id378827983",0
"SusanaOH","App was automatically updated and when I opened it  it just appears as a long  narrow tube-like thing  instead of filling the page of my iPad as it has been doing since the beginning. It is very annoying and very hard to read. Please fix it!","-","1","App won’t fill page in I;ad",3538854096,"https://itunes.apple.com/us/reviews/id161948270",0
"Rev Twigg","Why did Facebook update my iPad Pro version app by reducing the size now I have thus very narrow Facebook post portion with wide open gray spaces on the side ridiculous and pathetic . I got the iPad Pro so I can adjust what I see due to vision issues so I can have a bigger screen now all I have is a narrow post with unused spaces on the side ...defeats my whole reason why I hit the iPad if I wanted thus I would have stuck to the iPhone ...","-","1","Horrible app",3538841771,"https://itunes.apple.com/us/reviews/id263619257",0
"BeckyRunrchick","Please change the layout back to full screen. Everything is too small now","-","1","Do not like new update",3538801086,"https://itunes.apple.com/us/reviews/id371418164",0
"cshek1142","Y’all for real it’s been months since the news feed worked right. Please focus on fixing the fundamentals of the app before coming out with new features that nobody cares about.","-","1","Fix the basics",3538787946,"https://itunes.apple.com/us/reviews/id43069791",0
"Revbaptist","Over 1/3 of my screen is now just grey space  and I can’t even scroll with my right hand because the space under the newsfeed is dead. Terrible.","-","1","iPad update terrible....",3538785905,"https://itunes.apple.com/us/reviews/id235951645",0
"Omar.123olwshat","Please add Arabic languages in your Facebook program","+","5","سوريا",3538774139,"https://itunes.apple.com/us/reviews/id916661383",0
"Cuzinjude","I have a 12.9” iPad and now the feed is only half a screen.  If I wanted a small screen  I would have bought a phone!!","-","1","Put the full screen back!!",3538760212,"https://itunes.apple.com/us/reviews/id252208474",0
"Cherrigal","The app only displays 1 post and 1 ad before refusing to load any more content. This makes the app unusable. In addition they steal your data.","-","1","Just bad",3538758189,"https://itunes.apple.com/us/reviews/id163818854",0
"jp.kocher","they are tracking your data no matter what you turn off  and mostly against your wishes  and worse  you can not prevent the app from doing so... not cool at all !...","-","1","tracking your data no matter what you turn off !...",3538743458,"https://itunes.apple.com/us/reviews/id126917635",0
"wweguy01","I believe Facebook is finally dying out.","-","1","BOOOO",3538708182,"https://itunes.apple.com/us/reviews/id905216782",0
"Rocco Luigi","I think Facebook is going to be the thing of the past soon. Every time its updated it gets worse. Thinking about de-activating my account soon.","-","1","Lousy",3538672295,"https://itunes.apple.com/us/reviews/id535622420",0
"Shanesia Chambers18","It Won’t UPDATE LIKE EVERYBODY ELSE’s","+","4","Miaa19",3538671434,"https://itunes.apple.com/us/reviews/id770691249",0
"ds642221","Took away the marketplace on my facebook  very irritated not able to look for trucks anymore  please fix!!!!!!!!","-","1","Marketplace",3538671025,"https://itunes.apple.com/us/reviews/id950358991",0
